code,iata,city,alias
AXA,AXA,Anguilla,
AXB,AXB,Alexandria Bay,
AXC,AXC,Aramac,
AXD,AXD,Alexandroupolis,
AXE,AXE,Xanxere,
AXG,AXG,Algona,
AXK,AXK,Ataq,
AXL,AXL,Alexandria,
AXM,AXM,Armenia,
AXN,AXN,Alexandria,
AXP,AXP,Spring Point,
AXR,AXR,Arutua,
AXS,AXS,Altus,
AXT,AXT,Akita,
AXU,AXU,Axum,
AXV,AXV,Wapakoneta,
AXX,AXX,Angel Fire,
AYA,AYA,Ayapel,
AYC,AYC,Ayacucho,
AYD,AYD,Alroy Downs,
AYE,AYE,Fort Devens,
AYG,AYG,Yaguara,
AYH,AYH,Alconbury,
AYI,AYI,Yari,
AYK,AYK,Arkalyk,
AYL,AYL,Anthony Lagoon,
AYN,AYN,Anyang,
AYO,AYO,Ayolas,
AYP,AYP,Ayacucho,
AYQ,AYQ,Ayers Rock,
AYR,AYR,Ayr,
AYS,AYS,Waycross,
AYU,AYU,Aiyura,
AYW,AYW,Ayawasi,
AYZ,AYZ,Amityville,
AZB,AZB,Amazon Bay,
AZD,AZD,Yazd,
AZG,AZG,Apatzingan,
AZI,AZI,Abu Dhabi,
AZO,AZO,Kalamazoo,
AZP,AZP,Mexico City,
AZR,AZR,Adrar,
AZT,AZT,Zapatoca,
AZZ,AZZ,Ambriz,
BAA,BAA,Bialla,
BAB,BAB,Marysville,
BAC,BAC,Barranca De Upia,
BAD,BAD,Shreveport,
BAE,BAE,Barcelonnette,
BAF,BAF,Westfield,
BAG,BAG,Baguio,
BAH,BAH,Manama,
BAI,BAI,Buenos Aires,
BAJ,BAJ,Bali,
BAL,BAL,Batman,
BAM,BAM,Battle Mountain,
BAN,BAN,Basongo,
BAO,BAO,Ban Mak Khaen,
BAP,BAP,Baibara,
BAQ,BAQ,Barranquilla,
BAR,BAR,Baker Island,
BAS,BAS,Balalae,
BAT,BAT,Barretos,
BAU,BAU,Bauru,
BAV,BAV,Baotou,
BAW,BAW,Biawonque,
BAY,BAY,Baia Mare,
BAZ,BAZ,Barbelos,
BBA,BBA,Balmaceda,
BBB,BBB,Benson,
BBC,BBC,Bay City,
BBD,BBD,Brady,
BBE,BBE,Big Bell,
BBF,BBF,Burlington,
BBG,BBG,Butaritari,
BBH,BBH,Barth,
BBI,BBI,Bhubaneswar,
BBJ,BBJ,Bitburg,
BBK,BBK,Kasane,
BBL,BBL,Babolsar,
BBM,BBM,Battambang,
BBN,BBN,Bario,
BBO,BBO,Berbera,
BBP,BBP,Bembridge,
BBQ,BBQ,Barbuda,
BBR,BBR,Basse Terre,
BBS,BBS,Yateley,
BBT,BBT,Berberati,
BBU,BBU,Bucharest,
BBV,BBV,Bereby,
BBW,BBW,Broken Bow,
BBX,BBX,Blue Bell,
BBY,BBY,Bambari,
BBZ,BBZ,Zambezi,
BCA,BCA,Baracoa,
BCB,BCB,Blacksburg,
BCC,BCC,Bear Creek,
BCD,BCD,Bacolod,
BCE,BCE,Bryce,
BCF,BCF,Bouca,
BCG,BCG,Bemichi,
BCH,BCH,Baucau,
BCI,BCI,Barcaldine,
BCJ,BCJ,Baca Grande,
BCK,BCK,Bolwarra,
BCL,BCL,Barra Colorado,
BCM,BCM,Bacau,
BCN,BCN,Barcelona,
BCO,BCO,Jinka,
BCP,BCP,Bambu,
BCQ,BCQ,Brack,
BCR,BCR,Boca Do Acre,
BCS,BCS,Belle Chasse,
BCT,BCT,Boca Raton,
BCU,BCU,Bauchi,
BCV,BCV,Belmopan,
BCW,BCW,Benguera Island,
BCX,BCX,Beloreck,
BCY,BCY,Bulchi,
BCZ,BCZ,Bickerton Island,
BDA,BDA,Bermuda,
BDB,BDB,Bundaberg,
BDC,BDC,Barra Do Corda,
BDD,BDD,Badu Island,
BDE,BDE,Baudette,
BDF,BDF,Bradford,
BDG,BDG,Blanding,
BDH,BDH,Bandar Lengeh,
BDI,BDI,Bird Island,
BDJ,BDJ,Banjarmasin,
BDK,BDK,Bondoukou,
BDL,BDL,Windsor Locks,
BDM,BDM,Bandirma,
BDN,BDN,Badin,
BDO,BDO,Bandung,
BDP,BDP,Bhadrapur,
BDQ,BDQ,Vadodara,
BDR,BDR,Bridgeport,
BDS,BDS,Brindisi,
BDT,BDT,Gbadolite,
BDU,BDU,Bardufoss,
BDV,BDV,Moba,
BDW,BDW,Bedford Downs,
BDX,BDX,Broadus,
BDY,BDY,Bandon,
BDZ,BDZ,Baindoung,
BEA,BEA,Bereina,
BEB,BEB,Benbecula,
BEC,BEC,Wichita,
BED,BED,Bedford/Hanscom,
BEE,BEE,Beagle Bay,
BEF,BEF,Bluefields,
BEH,BEH,Benton Harbor,
BEI,BEI,Beica,
BEJ,BEJ,Tanjung Redep,
BEK,BEK,Bareli,
BEL,BEL,Belem,
BEM,BEM,Bossembele,
BEN,BEN,Benghazi,
BEO,BEO,Newcastle,
BEP,BEP,Bellary,
BEQ,BEQ,Bury St Edmunds,
BER,BER,Берлин,
BES,BES,Brest,
BET,BET,Bethel,
BEU,BEU,Bedourie,
BEV,BEV,Beer Sheba,
BEW,BEW,Beira,
BEX,BEX,Benson,
BEY,BEY,Beirut,
BEZ,BEZ,Beru,
BFA,BFA,Bahia Negra,
BFB,BFB,Blue Fox Bay,
BFC,BFC,Bloomfield,
BFD,BFD,Bradford,
BFE,BFE,Bielefeld,
BFF,BFF,Scottsbluff,
BFG,BFG,Bullfrog Basin,
BFH,BFH,Curitiba,
BFI,BFI,Seattle,
BFJ,BFJ,Ba,
BFK,BFK,Buffalo,
BFL,BFL,Bakersfield,
BFM,BFM,Mobile,
BFO,BFO,Buffalo Range,
BFP,BFP,Beaver Falls,
BFQ,BFQ,Bahia Pinas,
BFR,BFR,Bedford,
BFS,BFS,Belfast,
BFT,BFT,Beaufort,
BFU,BFU,Bengbu,
BFV,BFV,Buri Ram,
BFW,BFW,Sidi Belabbes,
BFX,BFX,Bafoussam,
BGA,BGA,Bucaramanga,
BGB,BGB,Booue,
BGC,BGC,Braganca,
BGD,BGD,Borger,
BGE,BGE,Bainbridge,
BGF,BGF,Bangui,
BGG,BGG,Bongouanou,
BGH,BGH,Boghe,
BGI,BGI,Bridgetown,
BGJ,BGJ,Borgarfjordur Eystri,
BGK,BGK,Big Creek,
BGL,BGL,Baglung,
BGM,BGM,"Binghamton, NY",
BGO,BGO,Bergen,
BGP,BGP,Bongo,
BGQ,BGQ,Big Lake,
BGR,BGR,Bangor,
BGS,BGS,Big Spring,
BGT,BGT,Bagdad,
BGU,BGU,Bangassou,
BGV,BGV,Bento Goncalves,
BGW,BGW,Baghdad,
BGX,BGX,Bage,
BGY,BGY,Bergamo,
BGZ,BGZ,Braga,
BHA,BHA,Bahia De Caraquez,
BHB,BHB,Bar Harbor,
BHC,BHC,Bhurban,
BHD,BHD,Belfast,
BHE,BHE,Blenheim,
BHF,BHF,Bahia Cupica,
BHG,BHG,Brus Laguna,
BHH,BHH,Bisha,
BHI,BHI,Bahia Blanca,
BHJ,BHJ,Bhuj,
BHL,BHL,Bahia Angeles,
BHM,BHM,Birmingham,
BHN,BHN,Beihan,
BHO,BHO,Bhopal,
BHP,BHP,Bhojpur,
BHQ,BHQ,Broken Hill,
BHR,BHR,Bharatpur,
BHS,BHS,Bathurst,
BHT,BHT,Brighton Downs,
BHU,BHU,Bhavnagar,
BHV,BHV,Bahawalpur,
BHW,BHW,Sargodha,
BHX,BHX,Birmingham,
BHY,BHY,Beihai,
BIA,BIA,Bastia,
BIB,BIB,Baidoa,
BIC,BIC,Big Creek,
BID,BID,Block Island,
BIE,BIE,Beatrice,
BIF,BIF,El Paso,
BIG,BIG,Big Delta,
BIH,BIH,Bishop,
BII,BII,Bikini Atoll,
BIJ,BIJ,Biliau,
BIK,BIK,Biak,
BIL,BIL,Billings,
BIM,BIM,Bimini,
BIN,BIN,Bamiyan,
BIO,BIO,Bilbao,
BIP,BIP,Bulimba,
BIQ,BIQ,Biarritz,
BIR,BIR,Biratnagar,
BIS,BIS,Bismarck,
BIT,BIT,Baitadi,
BIU,BIU,Bildudalur,
BIV,BIV,Bria,
BIW,BIW,Billiluna,
BIX,BIX,Biloxi,
BIY,BIY,Bisho,
BIZ,BIZ,Bimin,
BJA,BJA,Bejaia,
BJB,BJB,Bojnord,
BJC,BJC,Broomfield,
BJD,BJD,Bakkafjordur,
BJF,BJF,Batsfjord,
BJG,BJG,Bolaang,
BJH,BJH,Bajhang,
BJI,BJI,Bemidji,
BJJ,BJJ,Wooster,
BJK,BJK,Benjina,
BJL,BJL,Banjul,
BJM,BJM,Bujumbura,
BJN,BJN,Bajone,
BJO,BJO,Bermejo,
BJP,BJP,Braganca Paulista,
BJR,BJR,Bahar Dar,
BJT,BJT,Bentota River,
BJU,BJU,Bajura,
BJW,BJW,Bajawa,
BJX,BJX,Leуn,
BJY,BJY,Belgrade,
BJZ,BJZ,Badajoz,
BKA,BKA,Moscow,
BKB,BKB,Bikaner,
BKC,BKC,Buckland,
BKD,BKD,Breckenridge,
BKE,BKE,Baker,
BKF,BKF,Katmai National Park,
BKH,BKH,Kekaha,
BKI,BKI,Kota-Kinabalu,
BKJ,BKJ,Boke,
BKK,BKK,Бангкок,
BKL,BKL,Cleveland,
BKM,BKM,Bakalalan,
BKN,BKN,Birni Nkoni,
BKO,BKO,Bamako,
BKP,BKP,Barkly Downs,
BKQ,BKQ,Blackall,
BKR,BKR,Bokoro,
BKS,BKS,Bengkulu,
BKT,BKT,Blackstone,
BKU,BKU,Betioky,
BKW,BKW,Beckley,
BKX,BKX,Brookings,
BKY,BKY,Bukavu,
BKZ,BKZ,Bukoba,
BLA,BLA,Barcelona,
BLB,BLB,Balboa,
BLC,BLC,Bali,
BLD,BLD,Boulder City,
BLE,BLE,Borlange,
BLF,BLF,Princeton,
BLG,BLG,Belaga,
BLH,BLH,Blythe,
BLI,BLI,Bellingham,
BLJ,BLJ,Batna,
BLK,BLK,Blackpool,
BLL,BLL,Billund,
BLM,BLM,Belmar - Farmingdale,
BLN,BLN,Benalla,
BLO,BLO,Blonduos,
BLP,BLP,Bellavista,
BLQ,BLQ,Bologna,
BLR,BLR,Bangalore,
BLS,BLS,Bollon,
BLT,BLT,Blackwater,
BLU,BLU,Blue Canyon,
BLV,BLV,Belleville,
BLW,BLW,Waimanalo,
BLX,BLX,Belluno,
BLY,BLY,Belmullet,
BLZ,BLZ,Blantyre,
BMA,BMA,Stockholm,
BMB,BMB,Bumba,
BMC,BMC,Brigham City,
BMD,BMD,Belo,
BME,BME,"Broome, Western Australia",
BMF,BMF,Bakouma,
BMG,BMG,Bloomington,
BMH,BMH,Bomai,
BMI,BMI,"Bloomington/Normal, IL",
BMJ,BMJ,Baramita,
BMK,BMK,Borkum,
BML,BML,Berlin,
BMM,BMM,Bitam,
BMN,BMN,Bamerny,
BMO,BMO,Bhamo,
BMP,BMP,Brampton Island,
BMQ,BMQ,Bamburi,
BMR,BMR,Baltrum Island,
BMS,BMS,Brumado,
BMT,BMT,Beaumont,
BMU,BMU,Bima,
BMV,BMV,Banmethuot,
BMW,BMW,Bordj Badji Mokhtar,
BMX,BMX,Big Mountain,
BMY,BMY,Belep Island,
BMZ,BMZ,Bamu,
BNA,BNA,"Nashville, TN",
BNB,BNB,Boende,
BNC,BNC,Beni,
BND,BND,Bandar Abbas,
BNE,BNE,Brisbane,
BNF,BNF,Baranof,
BNG,BNG,Banning,
BNH,BNH,Hartford,
BNI,BNI,Benin City,
BNK,BNK,Ballina,
BNL,BNL,"Barnwell, SC",
BNM,BNM,Bodinumu,
BNN,BNN,Bronnoysund,
BNO,BNO,Burns,
BNP,BNP,Bannu,
BNQ,BNQ,Baganga,
BNR,BNR,Banfora,
BNS,BNS,Barinas,
BNT,BNT,Bundi,
BNU,BNU,Blumenau,
BNV,BNV,Boana,
BNW,BNW,Boone,
BNX,BNX,Banja Luka,
BNY,BNY,Bellona,
BNZ,BNZ,Banz,
BOA,BOA,Boma,
BOB,BOB,Bora Bora,
BOC,BOC,Bocas Del Toro,
BOD,BOD,Bordeaux,
BOE,BOE,Boundji,
BOF,BOF,Washington,
BOG,BOG,Богота,
BOH,BOH,Bournemouth,
BOI,BOI,"Boise, ID",
BOJ,BOJ,Bourgas,
BOK,BOK,Brookings,
BOL,BOL,Bally Kelly,
BOM,BOM,Mumbai,
BON,BON,Kralendijk,
BOO,BOO,Bodo,
BOP,BOP,Bouar,
BOQ,BOQ,Boku,
BOR,BOR,Belfort,
BOS,BOS,Boston,
BOT,BOT,Boset,
BOU,BOU,Bourges,
BOV,BOV,Boang,
BOW,BOW,Bartow,
BOX,BOX,Borroloola,
BOY,BOY,Bobo Dioulasso,
BOZ,BOZ,Bozoum,
BPA,BPA,Bethpage,
BPB,BPB,Boridi,
BPC,BPC,Bamenda,
BPD,BPD,Bapi,
BPE,BPE,Bagan,
BPF,BPF,Batuna,
BPG,BPG,Barra Do Garcas,
BPH,BPH,Bislig,
BPI,BPI,Big Piney,
BPK,BPK,Biangabip,
BPN,BPN,Balikpapan,
BPS,BPS,Porto Seguro,
BPT,BPT,Beaumont,
BPU,BPU,Beppu,
BPX,BPX,Bangda,
BPY,BPY,Besalampy,
BQA,BQA,Baler,
BQB,BQB,Bussellton,
BQE,BQE,Bubaque,
BQH,BQH,Biggin Hill,
BQI,BQI,Bagani,
BQK,BQK,Brunswick,
BQL,BQL,Boulia,
BQN,BQN,Aguadilla,
BQO,BQO,Bouna,
BQQ,BQQ,Barra,
BQU,BQU,Bequia,
BQV,BQV,Gustavus,
BQW,BQW,Balgo Hills,
BRA,BRA,Barreiras,
BRB,BRB,Barreirinhas,
BRC,BRC,San Carlos DeBariloche,
BRD,BRD,"Brainerd, MN",
BRE,BRE,Bremen,
BRF,BRF,Bradford,
BRG,BRG,Whitesburg,
BRH,BRH,Brahman,
BRI,BRI,Bari,
BRJ,BRJ,Bright,
BRK,BRK,Bourke,
BRL,BRL,Burlington,
BRM,BRM,Barquisimeto,
BRN,BRN,Berne,
BRO,BRO,Brownsville,
BRP,BRP,Biaru,
BRQ,BRQ,Brno,
BRR,BRR,Barra,
BRS,BRS,Bristol,
BRT,BRT,Bathurst Island,
BRU,BRU,Брюссель,
BRV,BRV,Bremerhaven,
BRW,BRW,Barrow,
BRX,BRX,Barahona,
BRY,BRY,"Bardstown, KY",
BRZ,BRZ,Borotou,
BSA,BSA,Bossaso,
BSB,BSB,Brasilia,
BSC,BSC,Bahia Solano,
BSD,BSD,Baoshan,
BSE,BSE,Sematan,
BSF,BSF,Pohakuloa,
BSG,BSG,Bata,
BSH,BSH,Brighton,
BSI,BSI,Blairsville,
BSJ,BSJ,Bairnsdale,
BSK,BSK,Biskra,
BSL,BSL,Mulhouse/basel,
BSM,BSM,Bishe-kola,
BSN,BSN,Bossangoa,
BSO,BSO,Basco,
BSP,BSP,Bensbach,
BSQ,BSQ,Bisbee,
BSR,BSR,Basra,
BSS,BSS,Balsas,
BST,BST,Bost,
BSU,BSU,Basankusu,
BSV,BSV,Besakoa,
BSW,BSW,Boswell Bay,
BSX,BSX,Bassein,
BSY,BSY,Bardera,
BSZ,BSZ,Bartletts,
BTA,BTA,Yaoundй,
BTB,BTB,Betou,
BTC,BTC,Batticaloa,
BTD,BTD,Brunette Downs,
BTE,BTE,Bonthe,
BTF,BTF,Bountiful,
BTG,BTG,Batangafo,
BTH,BTH,Batam,
BTI,BTI,Barter Island,
BTJ,BTJ,Banda Aceh,
BTL,BTL,Battle Creek,
BTM,BTM,"Butte, (MT)",
BTN,BTN,Bennettsville,
BTO,BTO,Botopasie,
BTP,BTP,Butler,
BTQ,BTQ,Butare,
BTR,BTR,Baton Rouge,
BTS,BTS,Bratislava,
BTT,BTT,Bettles,
BTU,BTU,Bintulu,
BTV,BTV,Burlington,
BTW,BTW,Batu Licin,
BTX,BTX,Betoota,
BTY,BTY,Beatty,
BTZ,BTZ,Bursa,
BUA,BUA,Buka,
BUB,BUB,Burwell,
BUC,BUC,Burketown,
BUD,BUD,Budapest,
BUG,BUG,Benguela,
BUI,BUI,Bokondini,
BUJ,BUJ,Boussaada,
BUK,BUK,Albuq,
BUL,BUL,Bulolo,
BUM,BUM,Butler,
BUN,BUN,Buenaventura,
BUO,BUO,Burao,
BUP,BUP,Bhatinda,
BUQ,BUQ,Bulawayo,
BUR,BUR,Burbank,
BUT,BUT,Burtonwood,
BUU,BUU,Buyo,
BUV,BUV,Bella Union,
BUW,BUW,Baubau,
BUX,BUX,Bunia,
BUY,BUY,Bunbury,
BUZ,BUZ,Bushehr,
BVA,BVA,Paris,
BVB,BVB,Boa Vista,
BVC,BVC,Boa Vista,
BVD,BVD,Beaver Inlet,
BVE,BVE,Brive-La-Gaillarde,
BVF,BVF,Bua,
BVG,BVG,Berlevag,
BVH,BVH,Vilhena,
BVI,BVI,"Birdsville, Queensland",
BVK,BVK,Huacaraje,
BVL,BVL,Baures,
BVM,BVM,Belmonte,
BVO,BVO,Bartlesville,
BVP,BVP,Bolovip,
BVR,BVR,Brava,
BVS,BVS,Breves,
BVU,BVU,Beluga,
BVW,BVW,Batavia Downs,
BVX,BVX,Batesville,
BVY,BVY,Beverly,
BVZ,BVZ,Beverley Springs,
BWA,BWA,Bhairawa,
BWB,BWB,Barrow Island,
BWC,BWC,Brawley,
BWD,BWD,Brownwood,
BWE,BWE,Braunschweig,
BWF,BWF,Barrow-In-Furness,
BWG,BWG,Bowling Green,
BWH,BWH,Butterworth,
BWI,BWI,Baltimore/Washington,
BWJ,BWJ,Bawan,
BWK,BWK,Bol,
BWL,BWL,Blackwell,
BWM,BWM,Bowman,
BWN,BWN,Bandar Seri Begawan,
BWO,BWO,Balakovo,
BWP,BWP,Bewani,
BWQ,BWQ,Brewarrina,
BWS,BWS,Blaine,
BWT,BWT,Burnie,
BWU,BWU,Sydney,
BWY,BWY,Woodbridge,
BXA,BXA,Bogalusa,
BXB,BXB,Babo,
BXC,BXC,Boxborough,
BXD,BXD,Bade,
BXE,BXE,Bakel,
BXF,BXF,Belburn,
BXG,BXG,Bendigo,
BXH,BXH,Balhash,
BXI,BXI,Boundiali,
BXK,BXK,Buckeye,
BXL,BXL,Blue Lagoon,
BXM,BXM,Batom,
BXN,BXN,Bodrum,
BXO,BXO,Buochs,
BXR,BXR,Bam,
BXS,BXS,Borrego Springs,
BXT,BXT,Bontang,
BXU,BXU,Butuan,
BXV,BXV,Breiddalsvik,
BXX,BXX,Borama,
BXZ,BXZ,Bunsil,
BYA,BYA,Boundary,
BYB,BYB,Dibaa,
BYC,BYC,Yacuiba,
BYD,BYD,Beidah,
BYG,BYG,Buffalo,
BYH,BYH,Blytheville,
BYI,BYI,Rupert,
BYK,BYK,Bouake,
BYL,BYL,Bella Yella,
BYM,BYM,Bayamo,
BYN,BYN,Bayankhongor,
BYO,BYO,Bonito,
BYQ,BYQ,Bunyu,
BYR,BYR,Laeso Island,
BYS,BYS,Fort Irwin,
BYT,BYT,Bantry,
BYU,BYU,Bayreuth,
BYW,BYW,Blakely Island,
BYX,BYX,Baniyala,
BZA,BZA,Bonanza,
BZB,BZB,Bazaruto Island,
BZC,BZC,Buzios,
BZD,BZD,Balranald,
BZE,BZE,Belize City,
BZG,BZG,Bydgoszcz,
BZH,BZH,Bumi Hills,
BZI,BZI,Balikesir,
BZL,BZL,Barisal,
BZM,BZM,Bergen Op Zoom,
BZN,BZN,Bozeman,
BZO,BZO,Bolzano,
BZP,BZP,Bizant,
BZR,BZR,Beziers,
BZS,BZS,Washington,
BZT,BZT,Brazoria,
BZU,BZU,Buta,
BZV,BZV,Brazzaville,
BZY,BZY,Beltsy,
BZZ,BZZ,Oxford,
CAA,CAA,Catacamas,
CAB,CAB,Cabinda,
CAC,CAC,Cascavel,
CAD,CAD,Cadillac,
CAE,CAE,"Columbia, SC",
CAF,CAF,Carauari,
CAG,CAG,Cagliari,
CAH,CAH,Ca Mau,
CAI,CAI,Каир,
CAJ,CAJ,Canaima,
CAK,CAK,"Akron/Canton, OH",
CAL,CAL,Campbeltown,
CAM,CAM,Camiri,
CAN,CAN,Гуанчжоу,ГЧЖ
CAO,CAO,Clayton,
CAP,CAP,Cap Haitien,
CAQ,CAQ,Caucasia,
CAR,CAR,Caribou,
CAS,CAS,Касабланка,
CAT,CAT,Cat Island,
CAU,CAU,Caruaru,
CAV,CAV,Cazombo,
CAW,CAW,Campos,
CAX,CAX,Carlisle,
CAY,CAY,Cayenne,
CAZ,CAZ,Cobar,
CBA,CBA,Corner Bay,
CBB,CBB,Cochabamba,
CBC,CBC,Cherrabun,
CBD,CBD,Car Nicobar,
CBE,CBE,Cumberland,
CBF,CBF,Council Bluffs,
CBG,CBG,Cambridge,
CBH,CBH,Bechar,
CBI,CBI,Cape Barren Island,
CBJ,CBJ,Cabo Rojo,
CBK,CBK,Colby,
CBL,CBL,Ciudad Bolivar,
CBM,CBM,Columbus,
CBN,CBN,Cirebon,
CBO,CBO,Cotabato,
CBP,CBP,Coimbra,
CBQ,CBQ,Calabar,
CBR,CBR,Canberra,
CBS,CBS,Cabimas,
CBT,CBT,Catumbela,
CBU,CBU,Cottbus,
CBV,CBV,Coban,
CBW,CBW,Campo Mourao,
CBX,CBX,Condobolin,
CBY,CBY,Canobie,
CBZ,CBZ,Cabin Creek,
CCA,CCA,Fort Chaffee,
CCB,CCB,"Upland, CA",
CCC,CCC,Cayo Coco,
CCD,CCD,Los Angeles,
CCE,CCE,St Martin,
CCF,CCF,Carcassonne,
CCG,CCG,Crane,
CCH,CCH,Chile Chico,
CCI,CCI,Concordia,
CCJ,CCJ,Kozhikode,
CCK,CCK,Cocos Islands,
CCL,CCL,Chinchilla,
CCM,CCM,Criciuma,
CCN,CCN,Chakcharan,
CCO,CCO,Carimagua,
CCP,CCP,Concepcion,
CCQ,CCQ,Cachoeira,
CCR,CCR,Concord,
CCS,CCS,Caracas,
CCT,CCT,Colonia Catriel,
CCU,CCU,Kolkata,
CCV,CCV,Craig Cove,
CCW,CCW,Cowell,
CCX,CCX,Caceres,
CCY,CCY,Charles City,
CCZ,CCZ,Chub Cay,
CDA,CDA,Cooinda,
CDB,CDB,Cold Bay,
CDC,CDC,Cedar City,
CDD,CDD,Cauquira,
CDE,CDE,Caledonia,
CDG,CDG,Paris,
CDH,CDH,Camden,
CDI,CDI,Cachoeiro Itapemirim,
CDJ,CDJ,Conceicao Do Araguaia,
NCE,NCE,Ницца,
CDK,CDK,Cedar Key,
CDL,CDL,Candle,
CDN,CDN,Camden,
CDO,CDO,Cradock,
CDP,CDP,Cuddapah,
CDQ,CDQ,Croydon,
CDR,CDR,Chadron,
CDS,CDS,Childress,
CDU,CDU,Camden,
CDV,CDV,Cordova,
CDW,CDW,"Caldwell, NJ",
CDY,CDY,Cagayan De Sulu,
CDZ,CDZ,Cadiz,
CEA,CEA,Wichita,
CEB,CEB,Cebu,
CEC,CEC,Crescent City,
CED,CED,Ceduna,
CEF,CEF,Springfield,
CEG,CEG,Chester,
CEH,CEH,Chelinda,
CEI,CEI,Chiang Rai,
CEJ,CEJ,Chernigov,
CEL,CEL,Cape Eleuthera,
CEM,CEM,Central,
CEN,CEN,Ciudad Obregon,
CEO,CEO,Waco Kungo,
CEP,CEP,Concepcion,
CEQ,CEQ,Cannes,
CER,CER,Cherbourg,
CES,CES,Cessnock,
CET,CET,Cholet,
CEU,CEU,Clemson,
CEV,CEV,Connersville,
CEW,CEW,Crestview,
CEX,CEX,Chena Hot Springs,
CEY,CEY,Murray,
CEZ,CEZ,Cortez,
CFA,CFA,Coffee Point,
CFB,CFB,Cabo Frio,
CFC,CFC,Cacador,
CFD,CFD,Bryan,
CFE,CFE,Clermont-Ferrand,
CFF,CFF,Cafunfo,
CFG,CFG,Cienfuegos,
CFH,CFH,Clifton Hills,
CFI,CFI,Camfield,
CFK,CFK,"Chefornak, AK",
CFN,CFN,Carrickfinn,
CFO,CFO,Confreza,
CFP,CFP,Carpentaria Downs,
CFQ,CFQ,Creston,
CFR,CFR,Caen,
CFS,CFS,Coffs Harbour,
CFT,CFT,Clifton,
CFV,CFV,Coffeyville,
CGA,CGA,Craig,
CGB,CGB,Cuiaba,
CGC,CGC,Cape Gloucester,
CGD,CGD,Changde,
CGE,CGE,Cambridge,
CGF,CGF,Cleveland,
CGG,CGG,Casiguran,
CGH,CGH,Sao Paulo,
CGI,CGI,Cape Girardeau,
CGJ,CGJ,Chingola,
CGM,CGM,Camiguin,
CGN,CGN,Cologne,
CGO,CGO,Zhengzhou,
CGP,CGP,Chittagong,
CGQ,CGQ,Changchun,
CGR,CGR,Campo Grande,
CGS,CGS,College Park,
CGT,CGT,Chinguitti,
CGU,CGU,Ciudad Guayana,
CGV,CGV,Caiguna,
CGX,CGX,Chicago,
CGY,CGY,Cagayan De Oro,
CGZ,CGZ,Casa Grande,
CHA,CHA,"Chattanooga,TN",
CHB,CHB,Chilas,
CHC,CHC,Christchurch,
CHD,CHD,Mesa,
CHE,CHE,Caherciveen,
CHF,CHF,Jinhae,
CHG,CHG,Chaoyang,
CHH,CHH,Chachapoyas,
CHI,CHI,Chicago,
CHJ,CHJ,Chipinge,
CHK,CHK,Chickasha,
CHL,CHL,Challis,
CHM,CHM,Chimbote,
CHN,CHN,Jeonju,
CHO,CHO,Charlottesville,
CHP,CHP,Circle Hot Springs,
CHQ,CHQ,Chania,
CHR,CHR,Chateauroux,
CHS,CHS,"Charleston, SC",
CHT,CHT,Chatham Island,
CHU,CHU,Chuathbaluk,
CHV,CHV,Chaves,
CHW,CHW,Jiuquan,
CHX,CHX,Changuinola,
CHY,CHY,Choiseul Bay,
CHZ,CHZ,Chiloquin,
CIA,CIA,Rome,
CIB,CIB,Catalina Island,
CIC,CIC,Chico,
CID,CID,Cedar Rapids,
CIE,CIE,Collie,
CIF,CIF,Chifeng,
CIG,CIG,Craig,
CIH,CIH,Changzhi,
CIJ,CIJ,Cobija,
CIK,CIK,Chalkyitsik,
CIL,CIL,Council,
CIM,CIM,Cimitarra,
CIN,CIN,Carroll,
CIO,CIO,Concepcion,
CIP,CIP,Chipata,
CIQ,CIQ,Chiquimula,
CIR,CIR,Cairo,
CIS,CIS,Canton Island,
CIU,CIU,Sault Ste Marie,
CIV,CIV,Chomley,
CIW,CIW,Canouan Island,
CIX,CIX,Chiclayo,
CIY,CIY,Comiso,
CIZ,CIZ,Coari,
CJA,CJA,Cajamarca,
CJB,CJB,Coimbatore,
CJC,CJC,Calama,
CJD,CJD,Candilejas,
CJH,CJH,Chilko Lake,
CJI,CJI,Ciudad Real,
CJJ,CJJ,Cheongju,
CJL,CJL,Chitral,
CJM,CJM,Chumphon,
CJN,CJN,"San Diego/El Cajon, CA",
CJS,CJS,Ciudad Juarez,
CJT,CJT,Comitan,
CJU,CJU,Jeju,
CKA,CKA,Cherokee,
CKB,CKB,Clarksburg,
CKC,CKC,Cherkassy,
CKD,CKD,Crooked Creek,
CKE,CKE,Clear Lake,
CKG,CKG,Chongqing,
CKI,CKI,Croker Island,
CKK,CKK,Cherokee,
CKL,CKL,Chkalovsky,
CKM,CKM,Clarksdale,
CKN,CKN,Crookston,
CKO,CKO,Cornelio Procopio,
CKR,CKR,Crane Island,
CKS,CKS,Carajas,
CKT,CKT,Sarakhs,
CKU,CKU,Cordova,
CKV,CKV,Clarksville,
CKX,CKX,Chicken,
CKY,CKY,Conakry,
CKZ,CKZ,Canakkale,
CLA,CLA,Comilla,
CLB,CLB,Castlebar,
CLC,CLC,Clearlake,
CLD,CLD,"Carlsbad, CA",
CLE,CLE,Cleveland,
CLG,CLG,Coalinga,
CLH,CLH,Coolah,
CLI,CLI,Clintonville,
CLJ,CLJ,Cluj-Napoca,
CLK,CLK,Clinton,
CLL,CLL,"College Station, TX",
CLM,CLM,Port Angeles,
